Node,Mobility,Mobility_speed,packet_Received,packet_Sent,Forwarding_Difference,Energy,num_Received,num_Sent,packet_Drop,Transmission_Power,Attack_type,Type_of_node
R11,Mass,12,141,20,0,-0.137867848,12,12,1,1.4,Blackhole,Normal
R12,Mass,12,55,12,235,-0.138347271,237,2,1,1.4,Blackhole,Attacker
R13,Mass,12,148,38,111,-0.360886806,138,27,10,1.4,Blackhole,Normal
R14,Mass,12,158,33,1,-0.203101919,20,19,3,1.4,Blackhole,Normal
R15,Mass,12,52,9,0,-0.168674692,0,0,0,1.4,Blackhole,Normal
R16,Mass,12,149,33,33,-0.326664574,89,56,0,1.4,Blackhole,Normal
R17,Mass,12,168,31,11,-0.324875134,64,53,12,1.4,Blackhole,Normal
R18,Mass,12,197,29,-1,-0.180706808,57,58,1,1.4,Blackhole,Normal
R19,Mass,12,155,21,-2,-0.109875614,3,5,1,1.4,Blackhole,Normal
R20,Mass,12,149,17,-1,-0.16317512,1,2,1,1.4,Blackhole,Normal
R21,Mass,12,136,33,-2,-0.212071781,19,21,0,1.4,Blackhole,Normal
R22,Mass,12,134,14,0,-0.137611445,0,0,0,1.4,Blackhole,Normal
A,Mass,12,163,2071,-1587,-1.637170185,39,1626,6,1.4,Blackhole,Normal
B,Mass,12,423,28,244,-0.138760411,264,20,2,1.4,Blackhole,Normal
R0,Mass,16,61,14,8,-0.240455268,25,17,8,1.4,Blackhole,Normal
R1,Mass,16,54,10,0,-0.154991509,1,1,2,1.4,Blackhole,Normal
R2,Mass,16,70,14,-1,-0.163490904,2,3,0,1.4,Blackhole,Normal
R3,Mass,16,44,8,1374,-0.226583735,1378,4,0,1.4,Blackhole,Attacker
R4,Mass,16,36,8,0,-0.174467086,1,1,0,1.4,Blackhole,Normal
R5,Mass,16,56,14,0,-0.179101053,5,5,3,1.4,Blackhole,Normal
R6,Mass,16,51,9,0,-0.215748773,0,0,0,1.4,Blackhole,Normal
R7,Mass,16,52,8,-1,-0.154130288,0,1,0,1.4,Blackhole,Normal
R8,Mass,16,59,11,0,-0.138986538,1,1,1,1.4,Blackhole,Normal
R9,Mass,16,39,5,-1,-0.142433711,0,1,0,1.4,Blackhole,Normal
R10,Mass,16,42,9,1,-0.145784977,1,0,1,1.4,Blackhole,Normal
R11,Mass,16,56,14,226,-0.27740476,248,22,1,1.4,Blackhole,Normal
R12,Mass,16,56,11,0,-0.135889434,19,19,0,1.4,Blackhole,Normal
R13,Mass,16,40,6,0,-0.142692954,0,0,0,1.4,Blackhole,Normal
R14,Mass,16,59,11,19,-0.216545168,21,2,0,1.4,Blackhole,Attacker
R15,Mass,16,65,15,2,-0.160033352,20,18,2,1.4,Blackhole,Normal
R16,Mass,16,50,13,1,-0.148440677,21,20,0,1.4,Blackhole,Normal
R17,Mass,16,40,6,0,-0.19151525,0,0,0,1.4,Blackhole,Normal
R18,Mass,16,45,7,0,-0.141471031,0,0,0,1.4,Blackhole,Normal
R19,Mass,16,52,10,0,-0.21603462,1,1,0,1.4,Blackhole,Normal
R20,Mass,16,64,16,4,-0.096269129,12,8,3,1.4,Blackhole,Normal
R21,Mass,16,45,9,2,-0.119252912,3,1,0,1.4,Blackhole,Attacker
R22,Mass,16,49,12,-1,-0.093802017,1,2,0,1.4,Blackhole,Normal
A,Mass,16,55,1979,-1811,-1.807165654,7,1818,9,1.4,Blackhole,Normal
B,Mass,16,251,13,196,-0.148164783,202,6,2,1.4,Blackhole,Normal
R0,Mass,20,177,39,-6,-0.147090878,35,41,3,1.4,Blackhole,Normal
R1,Mass,20,166,25,-2,-0.173265653,1,3,0,1.4,Blackhole,Normal
R2,Mass,20,156,29,-1,-0.146119365,7,8,0,1.4,Blackhole,Normal
R3,Mass,20,193,43,328,-0.388409629,344,16,21,1.4,Blackhole,Normal
R4,Mass,20,161,41,1,-0.258180241,69,68,2,1.4,Blackhole,Normal
R5,Mass,20,184,35,230,-0.342193941,270,40,11,1.4,Blackhole,Normal
R6,Mass,20,197,33,-2,-0.251637527,1,3,0,1.4,Blackhole,Normal
R7,Mass,20,183,35,23,-0.251374015,30,7,0,1.4,Blackhole,Attacker
R8,Mass,20,130,33,90,-0.149079988,94,4,0,1.4,Blackhole,Attacker
R9,Mass,20,158,32,5,-0.218812741,23,18,0,1.4,Blackhole,Normal
R10,Mass,20,141,34,9,-0.253165396,32,23,5,1.4,Blackhole,Normal
R11,Mass,20,168,34,23,-0.244223744,27,4,0,1.4,Blackhole,Normal
R12,Mass,20,143,33,5,-0.197846942,9,4,0,1.4,Blackhole,Normal
R13,Mass,20,185,39,2,-0.215307805,21,19,0,1.4,Blackhole,Normal
R14,Mass,20,170,31,0,-0.213724294,6,6,0,1.4,Blackhole,Normal
R15,Mass,20,204,36,-2,-0.200592986,8,10,0,1.4,Blackhole,Normal
R16,Mass,20,151,32,3,-0.148063017,6,3,4,1.4,Blackhole,Attacker
R17,Mass,20,122,30,57,-0.242412049,111,54,2,1.4,Blackhole,Normal
R18,Mass,20,165,31,-3,-0.203523594,19,22,0,1.4,Blackhole,Normal
R19,Mass,20,133,22,-2,-0.17340641,0,2,0,1.4,Blackhole,Normal
R20,Mass,20,159,39,4,-0.194239651,92,88,6,1.4,Blackhole,Normal
R21,Mass,20,174,34,281,-0.36706216,380,99,11,1.4,Blackhole,Normal
R22,Mass,20,166,26,0,-0.173941119,0,0,0,1.4,Blackhole,Normal
A,Mass,20,215,2030,-1493,-1.754781567,29,1522,31,1.4,Blackhole,Normal
B,Mass,20,690,38,511,-0.165606587,540,29,7,1.4,Blackhole,Normal
R0,Mass,12,58,14,0,-0.239693503,0,0,1,1.4,Blackhole,Normal
R1,Mass,12,89,12,0,-0.155417402,7,7,0,1.4,Blackhole,Normal
R2,Mass,12,78,13,-1,-0.216129374,1,2,0,1.4,Blackhole,Normal
R3,Mass,12,81,13,-1,-0.163619696,2,3,0,1.4,Blackhole,Normal
R4,Mass,12,23,5,-1,-0.200671846,0,1,0,1.4,Blackhole,Normal
R5,Mass,12,90,15,11,-0.231895887,12,1,0,1.4,Blackhole,Attacker
R6,Mass,12,65,8,0,-0.204794953,0,0,0,1.4,Blackhole,Normal
R7,Mass,12,75,17,281,-0.376406227,300,19,10,1.4,Blackhole,Attacker
R8,Mass,12,13,4,0,-0.179899684,0,0,0,1.4,Blackhole,Normal
R9,Mass,12,89,16,2,-0.234492705,13,11,4,1.4,Blackhole,Normal
R10,Mass,12,76,9,0,-0.156908234,1,1,0,1.4,Blackhole,Normal
R11,Mass,12,69,9,-1,-0.154073631,11,12,0,1.4,Blackhole,Normal
R12,Mass,12,12,4,0,-0.161026535,0,0,0,1.4,Blackhole,Normal
R13,Mass,12,67,23,8,-0.275259498,14,6,8,1.4,Blackhole,Normal
R14,Mass,12,85,20,1,-0.20368502,20,19,2,1.4,Blackhole,Normal
R15,Mass,12,13,3,0,-0.134127512,0,0,0,1.4,Blackhole,Normal
R16,Mass,12,73,15,79,-1.278228218,1267,1188,0,1.4,Blackhole,Normal
R17,Mass,12,87,17,1253,-0.258554643,1258,5,1,1.4,Blackhole,Attacker
R18,Mass,12,95,15,0,-0.137890405,3,3,1,1.4,Blackhole,Normal
R19,Mass,12,81,9,-1,-0.190999858,2,3,0,1.4,Blackhole,Normal
R20,Mass,12,66,9,-1,-0.177909287,1,2,1,1.4,Blackhole,Normal
R21,Mass,12,83,24,-2,-0.269373002,30,32,0,1.4,Blackhole,Normal
R22,Mass,12,59,7,0,-0.151307864,0,0,0,1.4,Blackhole,Normal
A,Mass,12,80,2007,-1571,-1.632453284,15,1586,3,1.4,Blackhole,Normal
B,Mass,12,87,14,7,-0.103243052,16,9,1,1.4,Blackhole,Normal
R0,Mass,4,108,16,-3,-0.085014049,2,5,0,1.4,Blackhole,Normal
R1,Mass,4,115,19,-1,-0.190467594,3,4,0,1.4,Blackhole,Normal
R2,Mass,4,110,16,-4,-0.02937342,1,5,0,1.4,Blackhole,Normal
R3,Mass,4,104,22,7,-0.089593493,19,12,9,1.4,Blackhole,Normal
R4,Mass,4,116,18,-1,-0.133271216,2,3,0,1.4,Blackhole,Normal
R5,Mass,4,102,20,6,-0.034251544,9,3,1,1.4,Blackhole,Normal
R6,Mass,4,47,5,0,-0.077501695,0,0,0,1.4,Blackhole,Normal
R7,Mass,4,53,6,0,-0.015099411,0,0,0,1.4,Blackhole,Normal
R8,Mass,4,62,12,-1,-0.074549216,0,1,0,1.4,Blackhole,Normal
R9,Mass,4,72,18,0,-0.211686783,1,1,0,1.4,Blackhole,Normal
R10,Mass,4,98,12,0,-0.095873944,0,0,0,1.4,Blackhole,Normal
R11,Mass,4,92,19,1,-0.064856621,25,24,2,1.4,Blackhole,Normal
R12,Mass,4,94,12,0,-0.098039883,0,0,0,1.4,Blackhole,Normal
R13,Mass,4,119,25,5,-0.106364716,19,14,2,1.4,Blackhole,Normal
R14,Mass,4,103,14,-1,-0.034462937,3,4,0,1.4,Blackhole,Normal
R15,Mass,4,34,15,-2,-0.049495446,33,35,2,1.4,Blackhole,Normal
R16,Mass,4,122,20,-2,-0.12095858,12,14,3,1.4,Blackhole,Normal
R17,Mass,4,81,12,0,-0.025040557,0,0,0,1.4,Blackhole,Normal
R18,Mass,4,104,20,0,-0.263326055,32,32,2,1.4,Blackhole,Normal
R19,Mass,4,57,6,0,-0.014643769,0,0,0,1.4,Blackhole,Normal
R20,Mass,4,95,12,0,-0.081939516,0,0,0,1.4,Blackhole,Normal
R21,Mass,4,92,20,1823,-0.248926007,1829,6,0,1.4,Blackhole,Attacker
R22,Mass,4,118,23,31,-0.28755526,44,13,8,1.4,Blackhole,Normal
A,Mass,4,59,2062,-1861,-1.723780649,5,1866,5,1.4,Blackhole,Normal
B,Mass,4,50,7,26,-0.021071474,32,6,0,1.4,Blackhole,Normal
R0,Mass,4,180,28,-1,-0.09658,0,1,0,1.4,Hello Flooding,Normal
R1,Mass,4,207,32,0,-0.2473,29,29,0,1.4,Hello Flooding,Normal
R2,Mass,4,228,35,173,-0.11597,180,7,0,10,Hello Flooding,Attacker
R3,Mass,4,221,40,4,-0.15899,51,47,6,1.4,Hello Flooding,Normal
R4,Mass,4,199,34,10,-0.26551,47,37,2,1.4,Hello Flooding,Normal
R5,Mass,4,183,31,-1,-0.09724,0,1,0,1.4,Hello Flooding,Normal
R6,Mass,4,169,21,0,-0.08963,0,0,0,10,Hello Flooding,Attacker
R7,Mass,4,177,22,0,-0.08623,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,4,142,26,-1,-0.09646,128,129,1,1.4,Hello Flooding,Normal
R9,Mass,4,144,38,146,-0.39595,190,44,12,1.4,Hello Flooding,Normal
R10,Mass,4,233,32,4,-0.30825,163,159,0,1.4,Hello Flooding,Normal
R11,Mass,4,192,39,2,-0.15223,41,39,4,1.4,Hello Flooding,Normal
R12,Mass,4,218,31,4,-0.13838,7,3,3,1.4,Hello Flooding,Normal
R13,Mass,4,223,38,118,-0.2242,257,139,12,1.4,Hello Flooding,Normal
R14,Mass,4,190,36,2,-0.14106,140,138,4,1.4,Hello Flooding,Normal
R15,Mass,4,117,29,-1,-0.08971,12,13,1,1.4,Hello Flooding,Normal
R16,Mass,4,227,35,0,-0.15428,7,7,0,1.4,Hello Flooding,Normal
R17,Mass,4,199,25,0,-0.09824,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,4,174,30,-2,-0.24546,2,4,0,1.4,Hello Flooding,Normal
R19,Mass,4,170,21,0,-0.08743,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,4,219,25,0,-0.11331,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,4,206,47,969,-0.7226,1252,283,13,1.4,Hello Flooding,Normal
R22,Mass,4,157,28,-1,-0.25333,14,15,0,1.4,Hello Flooding,Normal
A,Mass,4,141,2027,-1433,-1.41746,12,1445,3,1.4,Hello Flooding,Normal
B,Mass,4,170,46,44,-0.08754,55,11,13,1.4,Hello Flooding,Normal
R0,Mass,8,168,17,0,-0.11713,0,0,0,1.4,Hello Flooding,Normal
R1,Mass,8,132,19,0,-0.28829,33,33,0,1.4,Hello Flooding,Normal
R2,Mass,8,158,19,121,-0.08367,123,2,0,10,Hello Flooding,Attacker
R3,Mass,8,161,16,0,-0.08072,0,0,0,1.4,Hello Flooding,Normal
R4,Mass,8,131,17,56,-0.88387,800,744,0,1.4,Hello Flooding,Normal
R5,Mass,8,155,19,-1,-0.111,6,7,0,1.4,Hello Flooding,Normal
R6,Mass,8,138,19,-1,-0.25983,1,2,0,10,Hello Flooding,Attacker
R7,Mass,8,140,17,0,-0.30542,38,38,0,1.4,Hello Flooding,Normal
R8,Mass,8,122,17,0,-0.23035,0,0,0,1.4,Hello Flooding,Normal
R9,Mass,8,157,34,1020,-0.62353,1203,183,22,1.4,Hello Flooding,Normal
R10,Mass,8,111,18,0,-0.27586,10,10,0,1.4,Hello Flooding,Normal
R11,Mass,8,136,18,0,-0.14656,56,56,0,1.4,Hello Flooding,Normal
R12,Mass,8,144,17,0,-0.09238,0,0,0,1.4,Hello Flooding,Normal
R13,Mass,8,157,17,0,-0.11442,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,8,93,13,0,-0.15444,0,0,0,1.4,Hello Flooding,Normal
R15,Mass,8,160,15,0,-0.08609,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,8,160,21,0,-0.13658,41,41,2,1.4,Hello Flooding,Normal
R17,Mass,8,166,15,0,-0.09686,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,8,173,17,0,-0.09273,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,8,168,21,3,-0.14185,22,19,3,1.4,Hello Flooding,Normal
R20,Mass,8,173,19,1,-0.14398,56,55,1,1.4,Hello Flooding,Normal
R21,Mass,8,112,14,0,-0.14286,0,0,0,1.4,Hello Flooding,Normal
R22,Mass,8,171,16,0,-0.10824,10,10,0,1.4,Hello Flooding,Normal
A,Mass,8,92,2041,-1273,-1.49871,8,1281,8,1.4,Hello Flooding,Normal
B,Mass,8,230,29,115,-0.08292,124,9,9,1.4,Hello Flooding,Normal
R0,Mass,12,51,11,0,-0.17638,0,0,0,1.4,Hello Flooding,Normal
R1,Mass,12,91,14,9,-0.14909,12,3,10,1.4,Hello Flooding,Normal
R2,Mass,12,91,11,607,-0.18524,608,1,0,10,Hello Flooding,Attacker
R3,Mass,12,64,9,0,-0.14256,0,0,0,1.4,Hello Flooding,Normal
R4,Mass,12,62,9,0,-0.20128,0,0,0,1.4,Hello Flooding,Normal
R5,Mass,12,66,10,0,-0.19308,0,0,0,1.4,Hello Flooding,Normal
R6,Mass,12,85,14,420,-0.18268,424,4,0,10,Hello Flooding,Attacker
R7,Mass,12,77,16,43,-0.23647,63,20,0,1.4,Hello Flooding,Normal
R8,Mass,12,70,8,0,-0.08905,0,0,0,1.4,Hello Flooding,Normal
R9,Mass,12,99,17,5,-0.16742,24,19,4,1.4,Hello Flooding,Normal
R10,Mass,12,99,15,2,-0.09593,6,4,3,1.4,Hello Flooding,Normal
R11,Mass,12,94,11,0,-0.11315,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,12,54,8,0,-0.07087,0,0,0,1.4,Hello Flooding,Normal
R13,Mass,12,68,11,0,-0.17809,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,12,77,14,-1,-0.17054,4,5,0,1.4,Hello Flooding,Normal
R15,Mass,12,60,8,0,-0.10682,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,12,67,15,217,-0.82601,837,620,11,1.4,Hello Flooding,Normal
R17,Mass,12,90,11,0,-0.17364,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,12,92,9,0,-0.10225,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,12,107,12,-2,-0.1086,12,14,0,1.4,Hello Flooding,Normal
R20,Mass,12,91,10,0,-0.14074,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,12,63,10,0,-0.17685,0,0,0,1.4,Hello Flooding,Normal
R22,Mass,12,97,13,-2,-0.12664,12,14,0,1.4,Hello Flooding,Normal
A,Mass,12,72,1944,-1300,-1.2709,7,1307,1,1.4,Hello Flooding,Normal
B,Mass,12,110,17,11,-0.09289,16,5,6,1.4,Hello Flooding,Normal
R0,Mass,16,93,14,-1,-0.1371,0,1,0,1.4,Hello Flooding,Normal
R1,Mass,16,101,11,0,-0.12658,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,16,91,14,2,-0.17206,2,0,1,10,Hello Flooding,Attacker
R3,Mass,16,77,13,-1,-0.08828,0,1,0,1.4,Hello Flooding,Normal
R4,Mass,16,103,14,27,-0.16667,45,18,2,1.4,Hello Flooding,Normal
R5,Mass,16,93,15,23,-0.15795,24,1,11,1.4,Hello Flooding,Normal
R6,Mass,16,85,15,-3,-0.09809,0,3,0,10,Hello Flooding,Attacker
R7,Mass,16,91,13,0,-0.13523,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,16,97,17,4,-0.18826,23,19,3,1.4,Hello Flooding,Normal
R9,Mass,16,77,13,-1,-0.1294,0,1,0,1.4,Hello Flooding,Normal
R10,Mass,16,91,13,14,-0.65335,621,607,0,1.4,Hello Flooding,Normal
R11,Mass,16,84,14,-1,-0.18191,0,1,0,1.4,Hello Flooding,Normal
R12,Mass,16,91,14,0,-0.11264,0,0,0,1.4,Hello Flooding,Normal
R13,Mass,16,66,11,0,-0.16198,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,16,94,14,-1,-0.16156,7,8,0,1.4,Hello Flooding,Normal
R15,Mass,16,68,11,0,-0.08636,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,16,68,11,0,-0.11788,0,0,0,1.4,Hello Flooding,Normal
R17,Mass,16,91,13,-1,-0.09511,0,1,0,1.4,Hello Flooding,Normal
R18,Mass,16,82,11,0,-0.15159,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,16,85,14,-1,-0.08948,0,1,0,1.4,Hello Flooding,Normal
R20,Mass,16,96,14,0,-0.1537,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,16,88,16,2,-0.16942,10,8,2,1.4,Hello Flooding,Normal
R22,Mass,16,69,11,0,-0.07518,0,0,0,1.4,Hello Flooding,Normal
A,Mass,16,94,2084,-696,-0.93814,12,708,21,1.4,Hello Flooding,Normal
B,Mass,16,733,20,646,-0.17877,652,6,5,1.4,Hello Flooding,Normal
R0,Mass,20,121,15,0,-0.19209,0,0,0,1.4,Hello Flooding,Normal
R1,Mass,20,85,15,0,-0.23799,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,20,83,15,2,-0.19036,3,1,1,10,Hello Flooding,Attacker
R3,Mass,20,111,15,0,-0.24105,0,0,0,1.4,Hello Flooding,Normal
R4,Mass,20,101,16,0,-0.21963,0,0,0,1.4,Hello Flooding,Normal
R5,Mass,20,112,14,0,-0.20455,0,0,0,1.4,Hello Flooding,Normal
R6,Mass,20,100,19,37,-0.2414,40,3,0,10,Hello Flooding,Attacker
R7,Mass,20,100,15,0,-0.16709,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,20,98,18,0,-0.23934,31,31,0,1.4,Hello Flooding,Normal
R9,Mass,20,105,14,0,-0.11814,0,0,0,1.4,Hello Flooding,Normal
R10,Mass,20,107,14,0,-0.14957,0,0,0,1.4,Hello Flooding,Normal
R11,Mass,20,129,16,0,-0.26828,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,20,80,13,0,-0.21058,0,0,0,1.4,Hello Flooding,Normal
R13,Mass,20,97,19,-1,-0.18059,8,9,0,1.4,Hello Flooding,Normal
R14,Mass,20,117,20,3,-0.23476,14,11,3,1.4,Hello Flooding,Normal
R15,Mass,20,107,25,582,-1.07012,1419,837,12,1.4,Hello Flooding,Normal
R16,Mass,20,83,23,1,-0.11583,10,9,1,1.4,Hello Flooding,Normal
R17,Mass,20,108,19,243,-0.32149,256,13,10,1.4,Hello Flooding,Normal
R18,Mass,20,102,14,0,-0.13053,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,20,87,18,-2,-0.18354,2,4,0,1.4,Hello Flooding,Normal
R20,Mass,20,92,18,1,-0.18522,26,25,1,1.4,Hello Flooding,Normal
R21,Mass,20,127,16,0,-0.26026,0,0,0,1.4,Hello Flooding,Normal
R22,Mass,20,112,16,0,-0.26795,0,0,0,1.4,Hello Flooding,Normal
A,Mass,20,116,2051,-1646,-1.74735,12,1658,13,1.4,Hello Flooding,Normal
B,Mass,20,907,22,819,-0.21748,831,12,4,1.4,Hello Flooding,Normal
R0,Mass,12,57,10,0,-0.23464,0,0,0,1.4,Hello Flooding,Normal
R1,Mass,12,93,10,0,-0.07696,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,12,83,11,0,-0.17793,0,0,0,10,Hello Flooding,Attacker
R3,Mass,12,77,13,1,-0.21359,1,0,1,1.4,Hello Flooding,Normal
R4,Mass,12,46,10,11,-0.77778,664,653,0,1.4,Hello Flooding,Normal
R5,Mass,12,84,12,0,-0.24941,12,12,0,1.4,Hello Flooding,Normal
R6,Mass,12,80,11,648,-0.21937,650,2,1,10,Hello Flooding,Attacker
R7,Mass,12,71,16,271,-0.83844,933,662,1,1.4,Hello Flooding,Normal
R8,Mass,12,51,10,2,-0.14723,3,1,2,1.4,Hello Flooding,Normal
R9,Mass,12,90,12,0,-0.18644,1,1,0,10,Hello Flooding,Attacker
R10,Mass,12,92,7,0,-0.12352,0,0,0,1.4,Hello Flooding,Normal
R11,Mass,12,83,7,0,-0.09884,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,12,49,8,0,-0.14986,0,0,0,1.4,Hello Flooding,Normal
R13,Mass,12,67,10,0,-0.23487,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,12,81,11,0,-0.11256,0,0,0,1.4,Hello Flooding,Normal
R15,Mass,12,49,8,0,-0.10669,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,12,75,11,0,-0.22817,0,0,0,1.4,Hello Flooding,Normal
R17,Mass,12,79,16,10,-0.22314,19,9,7,1.4,Hello Flooding,Normal
R18,Mass,12,93,10,0,-0.15433,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,12,92,7,0,-0.09028,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,12,84,7,0,-0.13452,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,12,78,10,0,-0.22251,0,0,0,1.4,Hello Flooding,Normal
R22,Mass,12,80,7,0,-0.109,0,0,0,1.4,Hello Flooding,Normal
A,Mass,12,64,1989,-940,-1.07391,2,942,4,1.4,Hello Flooding,Normal
B,Mass,12,100,19,3,-0.09306,9,6,6,1.4,Hello Flooding,Normal
R0,Mass,12,66,10,0,-0.20414,0,0,0,1.4,Hello Flooding,Normal
R1,Mass,12,68,7,0,-0.09171,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,12,70,10,324,-0.17858,327,3,0,10,Hello Flooding,Attacker
R3,Mass,12,68,8,0,-0.19182,0,0,0,1.4,Hello Flooding,Normal
R4,Mass,12,54,7,0,-0.20921,0,0,0,1.4,Hello Flooding,Normal
R5,Mass,12,83,14,212,-0.55093,538,326,7,1.4,Hello Flooding,Normal
R6,Mass,12,61,7,0,-0.10479,0,0,0,10,Hello Flooding,Attacker
R7,Mass,12,73,10,0,-0.16755,0,0,0,1.4,Hello Flooding,Normal
R8,Mass,12,49,8,-1,-0.15473,1,2,0,10,Hello Flooding,Attacker
R9,Mass,12,74,10,438,-0.15293,440,2,0,10,Hello Flooding,Attacker
R10,Mass,12,71,7,0,-0.10964,0,0,0,1.4,Hello Flooding,Normal
R11,Mass,12,69,7,0,-0.08818,0,0,0,1.4,Hello Flooding,Normal
R12,Mass,12,41,6,0,-0.0757,0,0,0,1.4,Hello Flooding,Normal
R13,Mass,12,72,10,0,-0.18925,0,0,0,1.4,Hello Flooding,Normal
R14,Mass,12,72,10,18,-0.54298,458,440,0,1.4,Hello Flooding,Normal
R15,Mass,12,37,6,0,-0.07514,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,12,66,9,0,-0.19386,0,0,0,1.4,Hello Flooding,Normal
R17,Mass,12,73,8,0,-0.15961,0,0,0,1.4,Hello Flooding,Normal
R18,Mass,12,77,7,0,-0.06919,0,0,0,1.4,Hello Flooding,Normal
R19,Mass,12,70,7,0,-0.06707,0,0,0,1.4,Hello Flooding,Normal
R20,Mass,12,75,7,0,-0.06451,0,0,0,1.4,Hello Flooding,Normal
R21,Mass,12,66,11,27,-0.61411,485,458,0,1.4,Hello Flooding,Normal
R22,Mass,12,63,7,0,-0.13189,0,0,0,1.4,Hello Flooding,Normal
A,Mass,12,68,2045,-1011,-1.0894,4,1015,0,1.4,Hello Flooding,Normal
B,Mass,12,67,13,-3,-0.15127,0,3,5,1.4,Hello Flooding,Normal
R0,Mass,6,135,21,0,-0.2529,2,2,1,1.4,Hello Flooding,Normal
R1,Mass,6,109,17,0,-0.23069,0,0,0,1.4,Hello Flooding,Normal
R2,Mass,6,61,11,0,-0.07055,0,0,0,1.4,Hello Flooding,Normal
R3,Mass,6,176,23,0,-0.2109,2,2,0,1.4,Hello Flooding,Normal
R4,Mass,6,91,14,0,-0.08052,0,0,0,1.4,Hello Flooding,Normal
R5,Mass,6,145,20,11,-0.22443,43,32,0,1.4,Hello Flooding,Normal
R6,Mass,6,160,20,0,-0.12152,0,0,0,1.4,Hello Flooding,Normal
R7,Mass,6,144,18,-1,-0.25296,0,1,0,1.4,Hello Flooding,Normal
R8,Mass,6,93,13,0,-0.03849,0,0,0,1.4,Hello Flooding,Normal
R9,Mass,6,100,13,0,-0.07576,0,0,0,1.4,Hello Flooding,Normal
R10,Mass,6,176,29,-3,-0.16799,47,50,3,1.4,Hello Flooding,Normal
R11,Mass,6,129,20,44,-0.95204,892,848,0,1.4,Hello Flooding,Normal
R12,Mass,6,119,21,-3,-0.04702,1,4,0,1.4,Hello Flooding,Normal
R13,Mass,6,189,26,11,-0.23182,40,29,3,1.4,Hello Flooding,Normal
R14,Mass,6,55,13,0,-0.0713,0,0,0,1.4,Hello Flooding,Normal
R15,Mass,6,47,12,0,-0.07396,0,0,0,1.4,Hello Flooding,Normal
R16,Mass,6,144,33,124,-0.3703,168,44,11,1.4,Hello Flooding,Normal
R17,Mass,6,142,20,3,-0.27289,14,11,4,1.4,Hello Flooding,Normal
R18,Mass,6,171,27,12,-0.16669,18,6,9,1.4,Hello Flooding,Normal
R19,Mass,6,109,16,10,-0.12098,10,0,0,10,Hello Flooding,Attacker
R20,Mass,6,135,19,0,-0.09092,4,4,0,1.4,Hello Flooding,Normal
R21,Mass,6,145,37,938,-0.37978,979,41,8,1.4,Hello Flooding,Normal
R22,Mass,6,178,24,11,-0.20285,14,3,0,10,Hello Flooding,Attacker
A,Mass,6,142,2012,-1173,-1.36911,15,1188,17,1.4,Hello Flooding,Normal
B,Mass,6,176,32,55,-0.08661,65,10,11,1.4,Hello Flooding,Normal
R0,Mass,11,104,16,-2,-0.26494,0,2,0,1.4,Hello Flooding,Normal
R1,Mass,11,146,17,-2,-0.15392,21,23,0,1.4,Hello Flooding,Normal
R2,Mass,11,131,20,-1,-0.0783,4,5,3,1.4,Hello Flooding,Normal
R3,Mass,11,94,17,0,-0.0739,0,0,2,1.4,Hello Flooding,Normal
R4,Mass,11,135,16,0,-0.11297,0,0,0,1.4,Hello Flooding,Normal
R5,Mass,11,144,16,0,-0.24257,0,0,0,1.4,Hello Flooding,Normal
R6,Mass,11,149,22,-2,-0.2873,13,15,0,1.4,Hello Flooding,Normal
R7,Mass,11,142,17,-2,-0.24294,1,3,0,1.4,Hello Flooding,Normal
R8,Mass,11,164,18,-2,-0.25074,10,12,0,1.4,Hello Flooding,Normal
R9,Mass,11,152,19,-5,-0.10278,24,29,0,1.4,Hello Flooding,Normal
